BSN;Name;PLZ;Adresse;City;Latitude;Longitude;;;;;;;;;;;;;
09G07;Schule an der alten Feuerwache (Grundschule);12439;Schnellerstr. 31;Berlin;52.45496;13.51432;;;;;;;;;;;;;
07P16;Vivantes Berufsfachschule für Altenpflege;12099;Colditzstr. 34;Berlin;52.4554;13.39483;;;;;;;;;;;;;
05G19;Grundschule am Ritterfeld;14089;Schallweg 31;Berlin;52.45542;13.13862;;;;;;;;;;;;;
06G34;34. Schule (Grundschule);12169;Plantagenstr. 8-9;Berlin;52.45549;13.33061;;;;;;;;;;;;;
06S05;J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex;12165;Rothenburgstr. 14;Berlin;52.45579;13.31515;;;;;;;;;;;;;
09G23;Hauptmann-von-Köpenick-Schule (Grundschule);12555;Borgmannstr. 2-3;Berlin;52.45609;13.58081;;;;;;;;;;;;;
06P04;Rudolf-Steiner-Schule Berlin;14195;Auf dem Grat 3;Berlin;52.45637;13.27484;;;;;;;;;;;;;
09P19;Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH;12459;Ostendstr. 1;Berlin;52.45677;13.52971;;;;;;;;;;;;;
06Y13;Gymnasium Steglitz;12169;Heesestr. 15;Berlin;52.45691;13.32661;;;;;;;;;;;;;
08K03;Otto-Hahn-Schule;12359;Buschkrugallee 63;Berlin;52.45777;13.44889;;;;;;;;;;;;;
08B04;OSZ Informations- und Medizintechnik;12359;Haarlemer Str. 23-27;Berlin;52.45789;13.4526;;;;;;;;;;;;;
07G07;Lindenhof-Grundschule;12105;Reglinstr. 29;Berlin;52.45801;13.36322;;;;;;;;;;;;;
06G04;Erich-Kästner-Grundschule;14195;Bachstelzenweg 2-8;Berlin;52.45823;13.28331;;;;;;;;;;;;;
07G20;Maria-Montessori-Grundschule;12103;Friedrich-Wilhelm-Str. 72-74;Berlin;52.45828;13.38085;;;;;;;;;;;;;
06Y03;Arndt-Gymnasium Dahlem;14195;Königin-Luise-Str. 80-84;Berlin;52.45911;13.28027;;;;;;;;;;;;;
06P11;Private Kant-Schule;12169;Körnerstr. 11;Berlin;52.45913;13.32981;;;;;;;;;;;;;
06P10;Private Kant-Schule (Grundschule);12165;Grunewaldstr. 44;Berlin;52.4592;13.31365;;;;;;;;;;;;;
08G24;Schule am Teltowkanal (Grundschule);12347;Rungiusstr. 46;Berlin;52.45926;13.44062;;;;;;;;;;;;;
06K09;Gail-S.-Halvorsen-Integrierte Sekundarschule;14195;Im Gehege 6;Berlin;52.45952;13.28446;;;;;;;;;;;;;
09G31;31. Schule (Grundschule);12459;Keplerstr. 10;Berlin;52.45961;13.53228;;;;;;;;;;;;;
05P01;Freie Waldorfschule Havelhöhe - Eugen Kolisko;14089;Neukladower Allee 1;Berlin;52.45979;13.15611;;;;;;;;;;;;;
07Y06;Askanisches Gymnasium;12103;Kaiserin-Augusta-Str. 19/20;Berlin;52.4599;13.37984;;;;;;;;;;;;;
06P06;Königin-Luise-Stiftung;14195;Podbielskiallee 78;Berlin;52.46034;13.30221;;;;;;;;;;;;;
07G19;Paul-Simmel-Grundschule;12099;Felixstr. 26-58;Berlin;52.46136;13.39391;;;;;;;;;;;;;
06Y07;Paulsen-Gymnasium;12163;Gritznerstr. 57;Berlin;52.46161;13.31427;;;;;;;;;;;;;
06G14;Sachsenwald-Grundschule;12157;Sachsenwaldstr. 20-21;Berlin;52.46182;13.33633;;;;;;;;;;;;;
09G04;Sonnenblumen-Schule (Grundschule);12437;Radenzer Str. 16;Berlin;52.46196;13.48854;;;;;;;;;;;;;
09P20;Elisabeth-Schulen;12459;Edisonstr. 63;Berlin;52.46217;13.51373;;;;;;;;;;;;;
08G23;Zürich-Schule (Grundschule);12347;Wederstr. 49;Berlin;52.46233;13.43835;;;;;;;;;;;;;
09G22;Schule an der Wuhlheide (Grundschule);12459;Kottmeierstr. 2;Berlin;52.46268;13.52399;;;;;;;;;;;;;
06K03;Kopernikus-Schule (Integrierte Sekundarschule);12163;Lepsiusstr. 24-28;Berlin;52.46391;13.3201;;;;;;;;;;;;;
09P18;Freie Interkulturelle Waldorfschule Berlin;12439;Schnellerstr. 1-5;Berlin;52.46395;13.49838;;;;;;;;;;;;;
08G15;Hermann-Sander-Schule (Grundschule);12051;Mariendorfer Weg 69;Berlin;52.46415;13.43021;;;;;;;;;;;;;
07S04;Marianne-Cohn-Schule;12099;Holzmannstr. 7;Berlin;52.46424;13.41824;;;;;;;;;;;;;
09K01;Merian-Schule (Integrierte Sekundarschule);12555;Hoernlestr. 80;Berlin;52.46434;13.57692;;;;;;;;;;;;;
07K13;Schule am Berlinickeplatz (Integrierte Sekundarschule);12103;Alt-Tempelhof 53-57;Berlin;52.46488;13.37891;;;;;;;;;;;;;
06G15;Dunant-Grundschule;12163;Gritznerstr. 19-23;Berlin;52.46518;13.31767;;;;;;;;;;;;;
08P09;MeineSchuleBerlin (Gemeinschaftsschule);12051;Delbrückstr. 18;Berlin;52.46524;13.43667;;;;;;;;;;;;;
09K04;Isaac-Newton-Schule (Integrierte Sekundarschule);12459;Zeppelinstr. 80/88;Berlin;52.46575;13.51848;;;;;;;;;;;;;
09A06;VHS Treptow-Köpenick;12459;Zeppelinstr. 76-80;Berlin;52.46601;13.51746;;;;;;;;;;;;;
08P08;Cenfila gGmbH;12057;Karl-Marx-Str. 255;Berlin;52.46624;13.44262;;;;;;;;;;;;;
09G21;Edison-Grundschule;12459;Wattstr. 69-70;Berlin;52.46629;13.50885;;;;;;;;;;;;;
09B03;Hermann-Scheer-Schule (OSZ Wirtschaft);12459;Helmholtzstr. 37;Berlin;52.46632;13.50697;;;;;;;;;;;;;
08G35;Schule in der Köllnischen Heide (Grundschule);12057;Hänselstr. 6;Berlin;52.46682;13.47275;;;;;;;;;;;;;
08G21;Silberstein-Schule (Grundschule);12051;Silbersteinstr. 42;Berlin;52.46691;13.43497;;;;;;;;;;;;;
08K12;Kepler-Schule;12057;Zwillingestr. 21-29;Berlin;52.46737;13.46431;;;;;;;;;;;;;
07G15;Fläming-Grundschule;12161;Illstr. 4-6;Berlin;52.46758;13.33355;;;;;;;;;;;;;
09G17;Uhlenhorst-Grundschule;12555;Wongrowitzer Steig 37;Berlin;52.46764;13.57979;;;;;;;;;;;;;
09A05;Treptow-Kolleg;12437;Kiefholzstr. 274;Berlin;52.46803;13.48394;;;;;;;;;;;;;
09G03;Schule am Heidekampgraben (Grundschule);12437;Hänselstr. 14;Berlin;52.46848;13.47796;;;;;;;;;;;;;
08P13;b-trend-setting gUG (haftungsbeschränkt) media & more;12055;Lahnstr. 19;Berlin;52.46852;13.4533;;;;;;;;;;;;;
07S01;Prignitz-Schule;12157;Pöppelmannstr. 2;Berlin;52.46876;13.34526;;;;;;;;;;;;;
07Y04;Paul-Natorp-Gymnasium;12161;Goßlerstr. 13-15;Berlin;52.46928;13.32427;;;;;;;;;;;;;
08Y01;Albrecht-Dürer-Gymnasium;12051;Emser Str. 133-137;Berlin;52.46947;13.4403;;;;;;;;;;;;;
07G17;Stechlinsee-Grundschule;12161;Rheingaustr. 7;Berlin;52.46954;13.32241;;;;;;;;;;;;;
07K12;Friedenauer Gemeinschaftsschule;12157;Rubensstr. 63;Berlin;52.4697;13.34409;;;;;;;;;;;;;
04P42;Private Kant-Schule - Berlin International School;14195;Lentzeallee 8/14;Berlin;52.47022;13.29277;;;;;;;;;;;;;
07Y03;Rheingau-Gymnasium;12161;Schwalbacher Str. 3-4;Berlin;52.47028;13.32237;;;;;;;;;;;;;
04G19;Grundschule am Rüdesheimer Platz;14197;Rüdesheimer Str. 24-30;Berlin;52.47117;13.31334;;;;;;;;;;;;;
09S03;Albatros-Schule;12459;Treskowallee 222;Berlin;52.47148;13.51555;;;;;;;;;;;;;
07P10;Campus Berufsbildung e.V.;10829;Geneststr. 5;Berlin;52.47165;13.36597;;;;;;;;;;;;;
08G12;Peter-Petersen-Schule (Grundschule);12053;Jonasstr. 15;Berlin;52.47175;13.43578;;;;;;;;;;;;;
08G20;Sonnen-Schule (Grundschule);12057;Dammweg 228;Berlin;52.47183;13.46697;;;;;;;;;;;;;
05G29;Mary-Poppins-Grundschule;14089;Am Flugplatz Gatow 20;Berlin;52.47221;13.12753;;;;;;;;;;;;;
08G36;Löwenzahn-Schule (Grundschule);12055;Drorystr. 3;Berlin;52.47242;13.44868;;;;;;;;;;;;;
05Y03;Hans-Carossa-Gymnasium;14089;Am Landschaftspark Gatow 40;Berlin;52.47252;13.13021;;;;;;;;;;;;;
08G14;Konrad-Agahd-Schule (Grundschule);12053;Thomasstr. 39;Berlin;52.4726;13.4355;;;;;;;;;;;;;
09S06;Schule am Wildgarten;12437;Köpenicker Landstr. 185 A;Berlin;52.47278;13.48779;;;;;;;;;;;;;
08G17;Richard-Schule (Grundschule);12055;Richardplatz 14;Berlin;52.47299;13.44448;;;;;;;;;;;;;
07P21;BBA-Akademie für Immobilienwirtschaft e.V.;12159;Hauptstraße 78/79;Berlin;52.47319;13.3369;;;;;;;;;;;;;
07G16;Ruppin-Grundschule;14197;Offenbacher Str. 5A;Berlin;52.47524;13.32113;;;;;;;;;;;;;
08G09;Regenbogen-Schule (Grundschule);12053;Morusstr. 32;Berlin;52.47572;13.43339;;;;;;;;;;;;;
07P12;SPI Fachschule für Sozialpädagogik;10829;Priesterweg 4;Berlin;52.47573;13.35627;;;;;;;;;;;;;
08K10;Zuckmayer-Schule;12053;Kopfstr. 55;Berlin;52.47594;13.43143;;;;;;;;;;;;;
08S01;Adolf-Reichwein-Schule;12059;Sonnenallee 188;Berlin;52.47594;13.45109;;;;;;;;;;;;;
07K10;Friedrich-Bergius-Schule;12159;Perelsplatz 6-9;Berlin;52.47609;13.33334;;;;;;;;;;;;;
04G27;Judith-Kerr-Grundschule;14199;Friedrichshaller Str. 13;Berlin;52.47612;13.29324;;;;;;;;;;;;;
08G06;Karl-Weise-Schule (Grundschule);12049;Weisestr. 20;Berlin;52.47645;13.42405;;;;;;;;;;;;;
04G23;Alt-Schmargendorf-Grundschule;14199;Reichenhaller Str. 8;Berlin;52.47697;13.29361;;;;;;;;;;;;;
08G18;Eduard-Mörike-Schule (Grundschule);12059;Stuttgarter Str. 35-39;Berlin;52.47774;13.4505;;;;;;;;;;;;;
08P04;Katholische Schule Sankt Marien;12043;Donaustr. 58;Berlin;52.47785;13.44292;;;;;;;;;;;;;
07G24;Tempelherren-Grundschule;12101;Boelckestr. 58-60;Berlin;52.47821;13.37591;;;;;;;;;;;;;
07K11;Hugo-Gaudig-Schule;12101;Boelckestr. 58-60;Berlin;52.47821;13.37591;;;;;;;;;;;;;
07A06;VHS Tempelhof-Schöneberg;10829;Ella-Barowsky-Str 62;Berlin;52.47832;13.35741;;;;;;;;;;;;;
04G24;Carl-Orff-Grundschule;14199;Berkaer Str. 9-10;Berlin;52.47841;13.28706;;;;;;;;;;;;;
11G14;Richard-Wagner-Schule (Grundschule);10318;Ehrenfelsstr. 36;Berlin;52.4791;13.53407;;;;;;;;;;;;;
08A10;VHS Neukölln - Otto-Suhr / Tannenhofschule;12049;Mahlower Str. 23/24;Berlin;52.4796;13.42216;;;;;;;;;;;;;
08P01;Johann-Georg-Elser-Schule (Grundschule);12049;Mahlower Str. 23-24;Berlin;52.4796;13.42216;;;;;;;;;;;;;
07G06;Sternberg-Grundschule;10825;Mettestr. 8;Berlin;52.47978;13.33805;;;;;;;;;;;;;
07Y02;Rückert-Gymnasium;10825;Mettestr. 8;Berlin;52.47978;13.33805;;;;;;;;;;;;;
04Y10;Marie-Curie-Gymnasium;10715;Weimarische Str. 21;Berlin;52.48043;13.32458;;;;;;;;;;;;;
08G07;Hermann-Boddin-Schule (Grundschule);12053;Boddinstr. 55;Berlin;52.48044;13.43123;;;;;;;;;;;;;
04G26;Birger-Forell-Grundschule;10715;Koblenzer Str. 22-24;Berlin;52.48051;13.32196;;;;;;;;;;;;;
07G21;Grundschule auf dem Tempelhofer Feld;12101;Schulenburgring 7-11;Berlin;52.4809;13.38203;;;;;;;;;;;;;
09K07;Sophie-Brahe-Gemeinschaftsschule;12435;Am Plänterwald 17/23;Berlin;52.48184;13.47855;;;;;;;;;;;;;
08G08;Karlsgarten-Schule (Grundschule);12049;Karlsgartenstr. 7;Berlin;52.48202;13.42097;;;;;;;;;;;;;
04B08;Kläre-Bloch-Schule;10715;Prinzregentenstr. 60;Berlin;52.48238;13.33351;;;;;;;;;;;;;
04K10;Wangari-Maathai-Internationale-Schule;10715;Babelsberger Str. 24;Berlin;52.4824;13.33503;;;;;;;;;;;;;
10P05;BEST-Sabel-Grundschule Mahlsdorf;12623;Erich-Baron-Weg 118;Berlin;52.48246;13.60557;;;;;;;;;;;;;
11P04;KreativitätsGrundschule Berlin Lichtenberg;10318;Ehrlichstr. 63;Berlin;52.48275;13.51437;;;;;;;;;;;;;
04K07;Integrierte Sekundarschule Wilmersdorf;14199;Kranzer Str. 3;Berlin;52.48286;13.29383;;;;;;;;;;;;;
08P03;Evangelische Schule Neukölln (Integrierte Sekundarschule);12053;Mainzer Str. 47;Berlin;52.48313;13.42807;;;;;;;;;;;;;
04G18;Ernst-Habermann-Grundschule;10715;Prinzregentenstr. 33-34;Berlin;52.48322;13.33292;;;;;;;;;;;;;
08Y04;Ernst-Abbe-Gymnasium;12045;Sonnenallee 79;Berlin;52.48345;13.43703;;;;;;;;;;;;;
08G03;Hans-Fallada-Schule (Grundschule);12059;Harzer Str. 73;Berlin;52.48361;13.45214;;;;;;;;;;;;;
08S06;Hans-Fallada-Schule;12059;Harzer Str. 73-74;Berlin;52.48361;13.45214;;;;;;;;;;;;;
04B06;Leopold-Ullstein-Schule (OSZ Wirtschaft);10715;Prinzregentenstr. 32;Berlin;52.48365;13.33294;;;;;;;;;;;;;
11G37;37. Schule (Grundschule);10318;Blockdammweg 60;Berlin;52.48394;13.51086;;;;;;;;;;;;;
04A06;Peter-A.-Silbermann-Schule;10713;Blissestr. 22;Berlin;52.48423;13.3195;;;;;;;;;;;;;
04Y07;Friedrich-Ebert-Gymnasium;10713;Blissestr. 22;Berlin;52.48423;13.3195;;;;;;;;;;;;;
08G05;Elbe-Schule (Grundschule);12045;Elbestr. 11;Berlin;52.48428;13.4404;;;;;;;;;;;;;
07G10;Teltow-Grundschule;10827;Feurigstr. 57;Berlin;52.48434;13.35614;;;;;;;;;;;;;
04S06;Finkenkrug-Schule;10713;Mannheimer Str. 21-22;Berlin;52.48441;13.31611;;;;;;;;;;;;;
04G22;Grunewald-Grundschule;14193;Delbrückstr. 20 A;Berlin;52.48454;13.2812;;;;;;;;;;;;;
07B03;OSZ Lotis (Logistik, Touristik und Steuern);10965;Dudenstr. 35-37;Berlin;52.48468;13.38065;;;;;;;;;;;;;
07G05;Havelland-Grundschule;10829;Kolonnenstr. 30 - 30a;Berlin;52.48473;13.36841;;;;;;;;;;;;;
08Y02;Albert-Schweitzer-Gymnasium;12043;Karl-Marx-Str. 14;Berlin;52.48473;13.42637;;;;;;;;;;;;;
08G01;Rixdorfer Schule (Grundschule);12043;Donaustr. 120;Berlin;52.48485;13.43177;;;;;;;;;;;;;
07Y01;Robert-Blum-Gymnasium;10829;Kolonnenstr. 21;Berlin;52.48494;13.36472;;;;;;;;;;;;;
04Y08;Hildegard-Wegscheider-Gymnasium;14193;Lassenstr. 16-20;Berlin;52.48494;13.27666;;;;;;;;;;;;;
08P10;Akademie Seehof GmbH - Private Berufsfachschule für Altenpflege;12045;Elbestr. 28-29;Berlin;52.48503;13.44012;;;;;;;;;;;;;
05G24;Grundschule am Windmühlenberg;14089;Am Kinderdorf 23-37;Berlin;52.48534;13.17437;;;;;;;;;;;;;
04P11;Evangelisches Gymnasium zum Grauen Kloster;14193;Salzbrunner Str. 41;Berlin;52.48537;13.29312;;;;;;;;;;;;;
07P11;Privates Europa-Gymnasium Berlin;10827;Hauptstr. 27;Berlin;52.48556;13.35463;;;;;;;;;;;;;
07P19;Freie Schule Schöneberg (Grundschule);10827;Hauptstr. 27;Berlin;52.48556;13.35463;;;;;;;;;;;;;
07K09;Gustav-Langenscheidt-Schule;10823;Belziger Str. 43-51;Berlin;52.48581;13.35037;;;;;;;;;;;;;
10G33;Ulmen-Grundschule;12621;Ulmenstr. 79-85;Berlin;52.48581;13.58037;;;;;;;;;;;;;
09G30;Kiefholz-Grundschule;12435;Kiefholzstr. 45;Berlin;52.4863;13.45605;;;;;;;;;;;;;
02P29;Kenntnisreich gGmbH;10965;Schmiedehof 23;Berlin;52.48686;13.3823;;;;;;;;;;;;;
08G02;Theodor-Storm-Schule (Grundschule);12043;Hobrechtstr. 76;Berlin;52.48688;13.42673;;;;;;;;;;;;;
04Y11;Goethe-Gymnasium;10717;Gasteiner Str. 23;Berlin;52.48729;13.32167;;;;;;;;;;;;;
08K08;Gemeinschaftsschule auf dem Campus Rütli;12045;Rütlistr. 41;Berlin;52.48759;13.4343;;;;;;;;;;;;;
07P20;Rudolf Steiner Bildungszentrum gGmbH;10829;Monumentenstr. 13 B;Berlin;52.48767;13.36636;;;;;;;;;;;;;
07P18;Johannes-Schule Berlin;10829;Monumentenstr.13 A;Berlin;52.48788;13.36768;;;;;;;;;;;;;
04S07;Comenius-Schule;10713;Gieselerstr. 4;Berlin;52.48857;13.31834;;;;;;;;;;;;;
08K09;Röntgen-Schule;12435;Wildenbruchstr. 53;Berlin;52.4889;13.44978;;;;;;;;;;;;;
02K10;Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);10961;Bergmannstr. 64;Berlin;52.48898;13.40145;;;;;;;;;;;;;
04P41;Freudberg Gemeinschaftsschule;10717;Bundesallee 35;Berlin;52.4891;13.32999;;;;;;;;;;;;;
11P02;bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH;10318;Rheinpfalzallee 82;Berlin;52.48912;13.53782;;;;;;;;;;;;;
11G13;Karlshorster Schule (Grundschule);10318;Lisztstr. 6;Berlin;52.48921;13.52006;;;;;;;;;;;;;
04P12;Annie-Heuser-Schule;10709;Eisenzahnstr. 37;Berlin;52.48932;13.30475;;;;;;;;;;;;;
07G14;Löcknitz-Grundschule;10779;Berchtesgadener Str. 10-11;Berlin;52.48946;13.34351;;;;;;;;;;;;;
02Y06;Leibniz-Gymnasium;10961;Schleiermacherstr. 23;Berlin;52.48997;13.39686;;;;;;;;;;;;;
10K06;Georg-Klingenberg-Schule;12683;Alberichstr. 24;Berlin;52.49057;13.558;;;;;;;;;;;;;
02G13;Charlotte-Salomon-Grundschule;10965;Großbeerenstr. 40;Berlin;52.49059;13.38189;;;;;;;;;;;;;
02P03;Islamische Grundschule;10967;Boppstr. 4;Berlin;52.49088;13.42139;;;;;;;;;;;;;
07P02;Pestalozzi-Fröbel-Haus;10781;Karl-Schrader-Str. 7-8;Berlin;52.49094;13.35142;;;;;;;;;;;;;
04K04;Nelson-Mandela-Schule;10719;Pfalzburger Str. 30;Berlin;52.49095;13.32108;;;;;;;;;;;;;
02G21;Reinhardswald-Grundschule;10961;Gneisenaustr. 73-74;Berlin;52.49097;13.39967;;;;;;;;;;;;;
02G31;Adolf-Glaßbrenner-Grundschule;10965;Hagelberger Str. 34;Berlin;52.49106;13.38058;;;;;;;;;;;;;
02K02;Carl-von-Ossietzky-Schule (Gemeinschaftsschule);10961;Blücherstr. 46 -47;Berlin;52.49113;13.40574;;;;;;;;;;;;;
04Y09;Walther-Rathenau-Gymnasium;14193;Herbertstr. 2-6;Berlin;52.49134;13.28123;;;;;;;;;;;;;
02K04;Lina-Morgenstern-Schule (Gemeinschaftsschule);10961;Gneisenaustr. 7;Berlin;52.49146;13.38966;;;;;;;;;;;;;
11G12;Lew-Tolstoi-Schule (Grundschule);10318;Römerweg 120;Berlin;52.49185;13.5368;;;;;;;;;;;;;
11Y05;Hans-und-Hilde-Coppi-Gymnasium;10318;Römerweg 30-32;Berlin;52.49189;13.52325;;;;;;;;;;;;;
02P32;sfe Schule für Erwachsenenbildung e.V.;10961;Gneisenaustr. 2A;Berlin;52.49203;13.38856;;;;;;;;;;;;;
07G18;Grundschule am Barbarossaplatz;10781;Barbarossaplatz 5;Berlin;52.49232;13.34974;;;;;;;;;;;;;
04K09;Otto-von-Guericke-Schule (Integrierte Sekundarschule);10709;Eisenzahnstr. 47-48;Berlin;52.49241;13.30525;;;;;;;;;;;;;
02G11;Thalia-Grundschule;10245;Alt-Stralau 34;Berlin;52.49287;13.47595;;;;;;;;;;;;;
07G13;Neumark-Grundschule;10783;Steinmetzstr. 46-50;Berlin;52.49302;13.36391;;;;;;;;;;;;;
04G25;Cecilien-Schule (Grundschule);10717;Nikolsburger Platz 5;Berlin;52.49323;13.32797;;;;;;;;;;;;;
02G33;Aziz-Nesin-Grundschule;10961;Urbanstr. 15;Berlin;52.4933;13.40578;;;;;;;;;;;;;
09G01;Bouché-Schule (Grundschule);12435;Bouchestr. 5;Berlin;52.49334;13.45274;;;;;;;;;;;;;
02Y08;Hermann-Hesse-Gymnasium;10967;Böckhstr. 16;Berlin;52.49347;13.41923;;;;;;;;;;;;;
04G20;Katharina-Heinroth-Grundschule;10709;Münstersche Str. 15-17;Berlin;52.49393;13.3064;;;;;;;;;;;;;
09P21;NEWSchool (Integrierte Sekundarschule);12435;Lohmühlenstr. 65;Berlin;52.49396;13.44611;;;;;;;;;;;;;
10G32;Kiekemal-Schule (Grundschule);12623;Hultschiner Damm 219;Berlin;52.49396;13.60928;;;;;;;;;;;;;
02Y07;Robert-Koch-Gymnasium;10967;Böckhstrasse 10;Berlin;52.49399;13.41726;;;;;;;;;;;;;
07K01;Sophie-Scholl-Schule;10781;Elßholzstr. 34-37;Berlin;52.49401;13.35685;;;;;;;;;;;;;
04K03;Robert-Jungk-Schule;10707;Sächsische Str. 58;Berlin;52.49411;13.31784;;;;;;;;;;;;;
07G12;Scharmützelsee-Grundschule;10779;Hohenstaufenstr. 49;Berlin;52.49417;13.34326;;;;;;;;;;;;;
07K06;Georg-von-Giesche-Schule;10779;Hohenstaufenstr. 47-48;Berlin;52.49417;13.34261;;;;;;;;;;;;;
02G26;Lemgo-Grundschule;10967;Böckhstr. 5;Berlin;52.4942;13.41645;;;;;;;;;;;;;
04P21;Evangelische Schule Wilmersdorf (Grundschule);10707;Brandenburgische Str. 51;Berlin;52.49423;13.30896;;;;;;;;;;;;;
02K09;Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);10967;Graefestr. 85;Berlin;52.49434;13.41903;;;;;;;;;;;;;
11G31;Schmetterlings-Grundschule;10319;Dolgenseestr. 60; Gebäude B;52.49457;13.50637;;;;;;;;;;;;;
02G35;Rosa-Parks-Grundschule;10999;Reichenberger Str. 65;Berlin;52.49472;13.4315;;;;;;;;;;;;;
07G03;Werbellinsee-Grundschule;10781;Luitpoldstr. 38;Berlin;52.49496;13.34822;;;;;;;;;;;;;
02G20;Bürgermeister-Herz-Grundschule;10961;Wilmsstr. 10;Berlin;52.49496;13.40519;;;;;;;;;;;;;
07P01;Katholische Schule Sankt Franziskus (Integrierte Sekundarschule);10781;Hohenstaufenstr. 1-2;Berlin;52.49507;13.35347;;;;;;;;;;;;;
04G17;Johann-Peter-Hebel-Grundschule;10719;Emser Str. 50;Berlin;52.49518;13.31954;;;;;;;;;;;;;
07G01;Spreewald-Grundschule;10781;Pallasstr. 15;Berlin;52.49555;13.35661;;;;;;;;;;;;;
